user_id,sku_id
201151,149641
201152,166707
201154,112750
201157,28276
201158,151769
201159,8452
201161,78256
201162,168136
201164,117559
201165,4285
201167,1676
201168,84304
201169,14181
201173,31662
201175,71553
201177,83384
201178,61394
201180,20719
201182,117882
201185,6533
201188,14163
201190,135272
201191,129855
201192,148001
201196,72967
201197,78327
201198,12974
201200,79644
201202,71940
201203,157827
201207,116220
201208,165190
201210,57018
201211,86604
201212,163392
201215,152478
201216,25707
201218,98445
201221,126831
201222,32465
201223,78412
201224,62351
201225,68654
201226,90294
201228,125188
201230,31662
201232,107764
201234,38805
201235,101181
201236,15259
201237,93169
201239,117882
201241,108410
201243,101181
201245,121878
201247,28688
201249,32527
201250,94944
201253,63371
201254,50717
201255,135272
201256,2100
201258,116497
201259,52343
201260,47895
201263,24371
201265,128988
201267,90521
201272,72967
201274,122341
201275,57018
201278,152179
201281,78335
201284,166697
201285,99425
201286,142488
201287,159256
201290,154636
201298,146593
201300,37057
201301,123556
201302,134084
201303,138986
201304,124758
201305,9702
201307,102527
201308,86242
201309,90300
201310,154636
201311,69694
201316,69623
201319,167087
201320,161397
201321,159187
201325,101181
201326,62655
201328,28276
201331,93994
201332,166673
201333,126791
201334,37957
201336,116489
201339,22998
201340,32796
201341,94944
201342,169290
201344,166876
201345,152042
201346,19585
201347,71691
201351,51371
201354,18412
201355,66449
201356,8832
201357,82103
201358,149841
201359,126906
201360,72967
201362,144602
201363,29411
201366,73515
201367,145008
201368,154636
201372,52343
201373,84525
201374,153514
201376,12564
201377,49551
201378,126194
201381,39851
201386,83347
201387,157411
201388,126478
201389,32465
201391,157554
201392,88295
201393,93180
201395,114683
201396,71684
201398,166027
201399,42721
201401,28276
201402,32465
201403,152478
201404,54357
201406,15168
201408,2100
201410,93752
201411,8585
201412,145895
201413,135482
201414,134906
201418,82481
201419,12224
201420,63006
201421,68767
201422,12564
201425,140921
201426,140687
201427,138318
201428,109791
201431,39253
201432,162341
201433,5916
201434,105971
201435,147936
201436,132926
201438,90621
201439,106970
201440,36638
201441,28276
201442,18412
201444,126092
201448,23757
201449,7498
201453,145895
201456,117882
201457,88764
201458,14163
201460,50705
201461,147796
201465,24648
201466,32465
201468,20819
201469,79405
201471,39425
201472,47107
201474,38222
201475,88295
201476,128747
201477,114823
201478,145641
201479,160976
201480,155513
201481,91048
201482,31662
201483,116067
201485,130948
201487,32465
201488,102488
201489,39362
201491,154636
201492,15117
201493,72967
201494,161251
201496,34581
201497,96941
201501,47193
201502,12904
201503,96112
201504,12564
201505,94793
201506,36638
201507,8556
201511,20330
201512,2977
201513,5890
201516,142140
201517,167923
201518,125188
201519,98749
201522,57018
201523,5916
201524,166707
201527,14065
201529,29243
201531,5503
201533,58989
201534,168230
201536,42199
201537,77008
201538,122341
201540,165190
201542,73755
201543,128567
201544,49126
201546,20719
201547,84544
201548,36638
201551,29411
201555,19042
201557,70839
201558,151327
201559,52830
201561,107012
201562,164215
201564,25987
201565,24900
201566,86051
201569,9702
201570,110904
201572,135272
201573,23757
201574,105630
201575,149641
201576,121013
201577,122341
201578,97700
201581,116510
201584,94704
201585,88764
201590,128567
201591,61226
201592,111391
201593,36949
201594,23757
201597,89068
201598,138151
201601,6533
201602,145946
201603,51460
201607,125188
201609,164258
201610,16203
201613,96306
201614,101664
201615,148220
201616,148421
201617,49474
201620,126932
201621,40925
201623,75489
201625,1203
201626,131300
201627,90902
201628,101181
201630,102098
201631,158623
201632,90761
201633,75877
201634,80499
201637,47193
201639,52343
201641,12272
201644,102548
201645,153662
201646,110697
201648,28276
201649,156484
201651,53896
201652,141583
201657,48895
201660,37957
201661,84409
201663,78256
201665,103652
201668,128988
201669,8585
201670,102488
201671,87502
201675,144267
201676,109728
201678,142933
201679,6533
201682,68718
201683,36692
201686,29670
201687,138041
201688,5505
201690,160750
201692,153698
201694,149854
201696,67444
201699,32465
201701,144170
201703,54357
201705,5505
201706,62330
201708,34330
201709,45678
201710,65674
201711,33726
201712,131300
201714,9702
201716,46734
201717,112301
201718,163550
201719,95850
201720,141460
201721,169819
201722,150041
201723,94944
201724,91048
201730,133005
201731,134610
201732,49551
201734,13334
201735,90521
201736,62863
201737,103234
201742,90761
201743,13223
201744,144742
201747,97007
201749,27254
201750,160537
201752,63523
201753,169413
201754,102754
201755,79616
201758,34602
201759,32465
201760,152478
201762,41098
201766,19253
201768,103132
201769,126146
201771,142477
201772,63006
201776,125446
201778,124997
201780,46583
201782,48091
201785,119979
201790,143981
201791,153551
201792,128988
201793,156064
201794,158569
201797,136218
201802,85172
201803,126535
201804,152478
201806,15168
201807,78512
201810,162498
201811,5117
201815,80030
201816,140114
201817,63006
201819,23696
201822,5503
201823,18024
201825,145990
201826,111225
201828,128484
201829,88484
201830,27582
201831,47213
201832,94944
201833,96340
201834,15547
201835,116011
201836,22140
201837,163550
201838,85557
201841,34302
201844,32465
201848,47193
201850,157137
201853,47193
201854,154732
201855,86662
201856,6533
201857,135272
201858,160070
201859,70123
201860,18946
201861,3096
201862,112332
201865,57297
201866,768
201868,135272
201870,18412
201872,90844
201876,128670
201878,9702
201879,68615
201880,166707
201881,18412
201884,2677
201886,6866
201888,91806
201889,135272
201891,32465
201893,134772
201897,75877
201898,34547
201903,51384
201905,81131
201906,60870
201910,63006
201911,78694
201913,133029
201914,118090
201916,63844
201917,126535
201918,33726
201919,162621
201922,79520
201924,90365
201925,97714
201927,89077
201928,71416
201932,63784
201935,103652
201939,90902
201940,64151
201941,125188
201943,90004
201944,88053
201946,144549
201948,25987
201951,64467
201952,32465
201953,63006
201954,63846
201955,168651
201956,143981
201958,38681
201959,93169
201960,18936
201963,116489
201964,126144
201965,88414
201966,60591
201967,106971
201969,45656
201971,79940
201973,61158
201974,83144
201975,78508
201977,50416
201978,51852
201979,79636
201984,95527
201987,15168
201988,153155
201989,166707
201990,166707
201991,26738
201992,32465
201993,69209
201994,126906
201997,108096
201999,5505
202001,25362
202002,80030
202004,125413
202005,86924
202007,140458
202008,2100
202009,69355
202010,57845
202011,107012
202012,9702
202013,82287
202014,52283
202017,160750
202018,72967
202019,63006
202021,143981
202022,88457
202025,157554
202026,125363
202027,43873
202028,20819
202030,97007
202031,137636
202036,40336
202037,103234
202041,157597
202043,125372
202044,111856
202045,107012
202046,23757
202047,96753
202048,105352
202049,140687
202052,69262
202053,99415
202054,90521
202055,5505
202056,125413
202057,70491
202060,77571
202061,164833
202062,91048
202063,148130
202064,160327
202065,113305
202067,126846
202068,57018
202069,156398
202070,138151
202071,14163
202072,95735
202074,64467
202075,157850
202079,119831
202081,75018
202082,136218
202090,119979
202091,164258
202092,90294
202093,13334
202096,1317
202097,156064
202098,12564
202101,52343
202104,83347
202106,116421
202107,12564
202110,133792
202113,99425
202114,78832
202117,69355
202118,147652
202121,7418
202124,116489
202125,160476
202128,151327
202129,149016
202130,84409
202131,31662
202133,146523
202136,18412
202137,51528
202138,40326
202140,79520
202141,156484
202142,81708
202144,28276
202145,123877
202146,8875
202147,28443
202150,107012
202151,168136
202152,11036
202153,63557
202155,102226
202156,147796
202157,72855
202158,85216
202159,64974
202162,143343
202165,46161
202167,72967
202169,128416
202170,164609
202171,136405
202172,159398
202175,154636
202176,149841
202178,131300
202179,5505
202180,156938
202181,52343
202183,121595
202185,140807
202187,116489
202188,22962
202190,149641
202191,10408
202194,98634
202195,74630
202196,1239
202197,118055
202198,52343
202199,131300
202200,116276
202203,140807
202206,24371
202208,82495
202209,48895
202210,54357
202212,51916
202213,101181
202216,75877
202219,169819
202222,167719
202223,32465
202225,60591
202226,62351
202227,14589
202230,101181
202232,93180
202234,81600
202235,59256
202237,149447
202238,86220
202246,73383
202250,103126
202254,140807
202255,58568
202257,112332
202261,112031
202262,38955
202263,74655
202264,151327
202265,63006
202266,135272
202267,150801
202268,80791
202269,85557
202271,155707
202272,37057
202273,56797
202275,75588
202277,53785
202278,96960
202280,64087
202283,12564
202285,37957
202286,2677
202287,25003
202288,32465
202289,22998
202290,165190
202291,170561
202292,94373
202294,128089
202295,155998
202296,90761
202297,24679
202298,68767
202302,18103
202303,169290
202304,111225
202306,65520
202307,70888
202308,166707
202310,7295
202312,46145
202313,134619
202314,45980
202315,131478
202317,36685
202318,95976
202319,22140
202320,103234
202322,142140
202323,127326
202324,21147
202325,119979
202326,129843
202327,56625
202329,12564
202333,20869
202335,105971
202336,32465
202337,63231
202338,24283
202339,38222
202341,123773
202343,63006
202344,78869
202347,97024
202348,37578
202349,32465
202351,107178
202352,47895
202353,147371
202354,57018
202356,73027
202357,74280
202359,148434
202360,9702
202361,153551
202362,145946
202363,165391
202364,38222
202366,157857
202367,107012
202368,112941
202369,136734
202370,20719
202371,67241
202372,105166
202373,95428
202374,44705
202376,152478
202377,62863
202380,125188
202383,11261
202387,50217
202388,162658
202389,134817
202390,122871
202391,11036
202393,167985
202394,42988
202397,141243
202400,115836
202401,78694
202403,10281
202404,126092
202406,160750
202407,152042
202408,32796
202409,37009
202411,685
202412,21147
202413,160600
202414,23757
202415,111778
202416,48895
202418,32465
202419,37957
202423,88414
202425,129598
202427,96325
202428,77008
202429,116420
202432,118189
202433,151327
202434,52283
202435,12564
202436,78335
202437,85557
202439,126535
202440,134610
202441,26372
202444,63231
202445,59175
202448,107220
202449,82913
202453,93169
202454,36638
202455,9968
202456,27171
202457,163392
202460,111778
202461,5916
202463,24371
202465,154636
202466,281
202467,149641
202473,69209
202476,8990
202477,164258
202479,28021
202481,19213
202482,115863
202484,5505
202485,111225
202487,142477
202490,90294
202491,62085
202492,128988
202493,41887
202494,154059
202495,65488
202497,66291
202498,84075
202500,94963
202501,18412
202502,27659
202506,107564
202507,18356
202509,157595
202510,154636
202511,126266
202512,115114
202513,62351
202514,31662
202515,4253
202517,23757
202519,115836
202523,677
202526,73398
202527,31107
202528,65520
202529,49160
202531,14098
202532,112274
202535,30479
202538,44781
202539,48895
202542,107012
202544,126759
202546,157909
202549,77545
202550,117692
202551,52343
202552,47193
202554,20719
202555,154636
202557,72967
202558,70491
202559,74798
202561,9439
202562,100174
202563,111778
202564,5825
202567,44854
202568,107239
202569,150957
202570,156471
202571,15987
202572,130948
202573,47895
202575,64467
202576,122840
202578,20719
202579,93180
202581,42940
202582,103908
202583,42988
202584,79520
202585,126641
202587,5503
202589,28295
202591,128988
202593,66291
202594,161397
202595,72967
202596,170400
202597,152699
202598,47193
202599,95850
202601,14163
202606,42706
202608,166354
202609,153551
202611,84389
202613,37957
202614,88312
202615,44854
202618,149854
202619,147652
202620,74049
202621,65785
202622,113675
202623,84089
202625,47213
202627,20719
202629,152478
202631,147796
202636,8585
202640,51916
202641,116489
202642,24929
202643,81848
202644,32465
202647,119111
202649,108410
202654,154227
202657,76820
202659,45656
202661,110899
202662,79520
202663,18103
202664,103132
202666,50524
202667,70873
202668,67444
202672,81287
202673,47693
202674,168106
202676,107012
202677,123618
202678,50086
202679,55456
202680,646
202681,41101
202683,12564
202684,154636
202687,69416
202688,45656
202689,51684
202690,112727
202691,18103
202692,2156
202698,55528
202699,84544
202700,50431
202704,7881
202705,79405
202707,151327
202708,14163
202709,90294
202710,54357
202711,59175
202714,21159
202715,142140
202718,32465
202719,103594
202721,10187
202722,5888
202725,37957
202727,84389
202728,64826
202729,89802
202730,145258
202732,57018
202734,20366
202735,154732
202737,103234
202740,55479
202744,37957
202745,52343
202746,75877
202748,144364
202749,87181
202750,154636
202751,84544
202752,28443
202754,122446
202755,43873
202756,24371
202760,101664
202761,131895
202762,83144
202763,71098
202764,79520
202765,59175
202766,82824
202767,75018
202769,171088
202770,103132
202773,126146
202774,69539
202775,62863
202777,170998
202778,98634
202779,80462
202780,31662
202781,71416
202782,160750
202783,157750
202784,152194
202785,61226
202786,126266
202787,57018
202788,51558
202789,156938
202792,49891
202794,37957
202795,52343
202797,3882
202799,41101
202800,150041
202801,91145
202802,54357
202803,129843
202804,24774
202807,26360
202808,18412
202809,12564
202810,145367
202811,65280
202812,54357
202814,24371
202815,14163
202816,104937
202817,111277
202819,121033
202821,114568
202822,166707
202823,47827
202825,51916
202826,12564
202829,134619
202830,156793
202832,12609
202833,9069
202834,13785
202836,19950
202837,60755
202838,46555
202841,6533
202842,147796
202844,69355
202845,157597
202846,164258
202847,125699
202849,28276
202852,51384
202853,149641
202854,153599
202855,103890
202856,59175
202857,103132
202858,35464
202862,24065
202864,140121
202866,70134
202870,141460
202871,43112
202873,47193
202874,18412
202875,13334
202876,47895
202878,57018
202879,73842
202881,6533
202883,124500
202884,36748
202888,24371
202890,83325
202892,63006
202894,96558
202895,119979
202897,74900
202899,21457
202900,60755
202902,72967
202904,165291
202905,38469
202910,135376
202911,61531
202913,169819
202914,141243
202915,13915
202917,93180
202918,115836
202919,6754
202920,58568
202924,20719
202925,114568
202928,120189
202929,163283
202930,160209
202931,94944
202933,75018
202935,132782
202936,5499
202939,153396
202940,14181
202941,55497
202944,116426
202945,63551
202947,96959
202953,86227
202954,84389
202958,111847
202959,149400
202960,31068
202962,97025
202963,131300
202964,276
202965,31662
202967,52343
202968,129598
202972,112495
202975,8753
202977,115495
202979,97079
202981,61531
202983,75877
202984,22140
202985,54209
202986,72767
202987,134084
202988,126791
202989,79636
202991,101664
202992,27013
202993,72348
202994,158569
202995,94944
202996,154636
202997,107178
202998,160964
202999,107178
203000,30678
203002,103234
203003,157597
203004,32465
203005,155792
203006,152478
203007,34330
203009,111225
203012,4179
203014,25003
203017,37165
203018,108305
203019,13334
203020,111225
203021,109083
203027,29411
203028,22962
203030,33445
203031,145990
203035,69357
203036,37995
203037,2100
203039,112031
203040,25897
203041,169872
203042,83325
203044,11243
203045,104256
203046,64467
203047,165391
203048,164258
203049,69623
203050,146523
203052,16373
203054,57018
203055,138778
203057,170400
203062,156471
203063,128988
203064,108305
203067,130496
203069,18103
203071,23619
203072,74517
203073,117882
203075,67796
203076,110634
203078,128670
203079,131300
203081,12564
203082,24371
203084,84409
203087,86942
203088,123263
203089,144549
203090,116510
203092,107763
203093,20330
203094,74404
203095,77740
203096,32465
203097,46990
203099,166707
203101,49611
203105,109093
203108,62863
203110,144635
203112,44854
203113,7338
203114,64794
203116,121524
203117,20827
203118,88295
203119,135272
203120,64467
203121,59068
203122,45149
203123,16579
203124,28302
203125,31662
203127,57018
203128,95205
203131,160656
203135,164211
203137,128988
203138,81462
203139,158303
203141,22876
203142,157952
203144,31662
203145,105557
203146,99563
203148,64167
203149,94561
203150,81330
203151,5916
203152,123360
203155,33315
203156,15258
203159,129598
203163,139648
203166,154636
203167,21151
203169,5825
203172,3318
203173,49474
203174,75750
203176,25003
203177,160476
203178,129711
203179,107012
203180,122299
203187,20827
203188,54357
203190,63844
203192,112141
203194,6533
203195,39139
203196,163495
203198,51135
203199,126394
203200,64467
203201,16222
203203,139840
203205,59175
203206,57239
203207,118051
203208,57161
203210,49474
203214,86220
203215,156398
203221,135272
203222,111999
203223,160931
203224,5505
203225,31962
203227,157215
203229,42662
203230,11036
203231,62330
203234,20819
203235,128309
203236,88414
203237,7199
203239,25987
203240,154208
203241,31107
203242,166384
203244,96865
203245,42988
203247,18412
203248,111778
203249,169736
203251,18412
203252,62080
203255,153551
203259,88295
203260,37957
203263,18412
203264,133873
203267,122341
203270,28276
203272,154059
203273,20719
203274,165190
203275,168128
203276,44854
203280,6424
203283,91760
203284,116420
203285,6033
203286,107012
203288,164252
203289,62655
203292,75877
203294,97025
203295,152179
203297,117104
203298,94944
203300,119979
203302,63784
203303,88053
203308,12184
203310,54357
203314,68767
203315,113305
203316,160476
203318,110572
203319,47895
203321,84356
203323,47193
203331,76050
203332,129598
203333,6595
203334,46906
203337,105557
203338,151327
203339,149641
203340,79374
203341,12609
203342,142477
203343,94014
203344,146592
203346,32529
203347,43109
203348,157215
203350,99425
203351,157750
203352,138778
203354,22140
203355,120532
203358,84409
203359,13931
203361,122341
203362,131300
203363,57018
203364,48275
203365,12564
203366,103132
203367,102488
203368,103594
203371,71657
203375,98634
203377,74655
203378,58964
203379,108328
203380,15259
203381,152478
203385,64467
203386,20719
203388,149841
203389,125460
203390,94380
203391,58246
203393,499
203394,74517
203395,72967
203396,165190
203397,58568
203398,52341
203399,75525
203400,129010
203405,37409
203406,91289
203407,85557
203410,63006
203412,14433
203413,14433
203414,107451
203419,113920
203420,15117
203421,154823
203422,65914
203423,115215
203424,117144
203426,40336
203427,75877
203428,94944
203429,117882
203430,42988
203431,118055
203432,75527
203433,44854
203434,78694
203435,12564
203436,72967
203438,16127
203439,103350
203440,119979
203441,113256
203443,72967
203445,92909
203446,81848
203447,5117
203448,71098
203449,62351
203450,124181
203451,166354
203452,37254
203454,93169
203455,134353
203458,84544
203460,149223
203464,38639
203465,146704
203466,116426
203467,46734
203469,39222
203470,94373
203472,163495
203473,154264
203476,142477
203477,75849
203482,18611
203483,40336
203486,47193
203487,73469
203489,15259
203490,84389
203491,47107
203493,117882
203494,113675
203498,2100
203500,9069
203501,81131
203503,158623
203504,5505
203505,5825
203506,90761
203508,57612
203509,117882
203510,126791
203511,87802
203512,57227
203513,134619
203515,61531
203517,48275
203518,128747
203519,77571
203520,86242
203521,74517
203523,117882
203526,137805
203529,140807
203533,126146
203534,166707
203536,103350
203538,159947
203540,128670
203545,135272
203546,126146
203547,113305
203552,61880
203553,154636
203554,12958
203559,139448
203561,169819
203562,165614
203563,52717
203566,164164
203568,50589
203570,166354
203571,137805
203574,72348
203575,73515
203577,120732
203580,79520
203581,37057
203584,36638
203586,64167
203588,92850
203590,116820
203591,128988
203592,2100
203595,63523
203599,75018
203600,138853
203602,75018
203604,144245
203605,110109
203606,77743
203609,12564
203610,115863
203612,139648
203613,24810
203614,26162
203615,12564
203618,71098
203619,85557
203621,59175
203623,113305
203629,36692
203631,154636
203632,52343
203633,73427
203634,45678
203636,69943
203638,81462
203643,12564
203645,28276
203647,66434
203649,52343
203650,18412
203651,20719
203653,145895
203655,165290
203656,64467
203657,15327
203658,88295
203659,102527
203660,89802
203661,116510
203662,160990
203664,150041
203666,162108
203669,32465
203670,68767
203671,14163
203672,86427
203673,166354
203675,145641
203676,23757
203677,47193
203678,31870
203681,164258
203684,98249
203686,98634
203687,153395
203688,63206
203693,47193
203694,24371
203695,161397
203697,79080
203698,20308
203700,13253
203701,38604
203704,146523
203708,151327
203709,147796
203710,150170
203712,47895
203713,97913
203715,48895
203716,72967
203718,89802
203719,114568
203720,90836
203721,125756
203723,72967
203724,52476
203725,163550
203728,44854
203730,12772
203731,157554
203732,145641
203735,65520
203736,108261
203737,146926
203738,165391
203739,97024
203741,99425
203744,38222
203745,55497
203746,5825
203749,13785
203750,12564
203751,20719
203754,10722
203755,12564
203756,42199
203757,165190
203758,38604
203762,79080
203764,84409
203766,21147
203770,135272
203772,73515
203776,19253
203779,170188
203780,22140
203781,169611
203783,67241
203787,131576
203788,122369
203789,3067
203790,19246
203791,32465
203792,18103
203793,109728
203794,103102
203795,124196
203796,138778
203797,51570
203799,52343
203801,61226
203803,105971
203804,53906
203805,29705
203808,71801
203812,28096
203813,22361
203814,31662
203815,53785
203817,139986
203819,131300
203820,38639
203821,70839
203822,164954
203823,71207
203824,22030
203825,84389
203826,63006
203828,122341
203829,32465
203830,64177
203832,157750
203834,44854
203840,103132
203841,140807
203845,51916
203847,103234
203848,145895
203849,94556
203850,152478
203851,153395
203852,115851
203853,152478
203855,19950
203856,65520
203861,44055
203863,103881
203868,89007
203869,126255
203870,111856
203871,78412
203874,57018
203875,166384
203878,46906
203879,80704
203881,36638
203882,43533
203883,164506
203885,66638
203887,17529
203888,32465
203891,37995
203892,140807
203893,30641
203894,12564
203896,75588
203897,6486
203900,164645
203901,75877
203902,22140
203905,62777
203906,65520
203907,139448
203908,97007
203909,131060
203910,28276
